date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
11/9/08,2008,0,,MIA,SEA,1466.594,1445.544,0.621364442,0.378635558,1474.6,1437.538,21,19
11/9/08,2008,0,,MIN,GB,1513.486,1579.074,0.499153801,0.500846199,1520.431,1572.129,28,27
11/9/08,2008,0,,NE,BUF,1639.575,1484.615,0.780090106,0.219909894,1649.162,1475.028,20,10
11/9/08,2008,0,,PHI,NYG,1593.221,1652.101,0.508806477,0.491193523,1574.937,1670.385,31,36
11/9/08,2008,0,,PIT,IND,1626.026,1587.347,0.64492942,0.35507058,1604.24,1609.133,20,24
11/9/08,2008,0,,OAK,CAR,1335.788,1532.291,0.319299666,0.680700334,1320.815,1547.264,6,17
11/10/08,2008,0,,ARI,SF,1538.26,1338.608,0.821047326,0.178952674,1543.985,1332.884,29,24
11/13/08,2008,0,,NE,NYJ,1649.162,1524.177,0.749066833,0.250933167,1626.431,1546.909,31,34
11/16/08,2008,0,,CAR,DET,1547.264,1301.346,0.856901268,0.143098732,1553.038,1295.572,31,22
11/16/08,2008,0,,JAX,TEN,1544.653,1677.525,0.403548166,0.596451834,1525.879,1696.299,14,24
11/16/08,2008,0,,TB,MIN,1547.281,1520.431,0.629187113,0.370812887,1561.134,1506.578,19,13
11/16/08,2008,0,,SEA,ARI,1437.538,1543.985,0.440634318,0.559365682,1420.706,1560.816,20,26
11/16/08,2008,0,,NYG,BAL,1670.385,1575.859,0.714696709,0.285303291,1686.583,1559.662,30,10
11/16/08,2008,0,,MIA,OAK,1474.6,1320.815,0.778927574,0.221072426,1479.018,1316.397,17,15
11/16/08,2008,0,,KC,NO,1331.911,1471.396,0.394420052,0.605579948,1313.615,1489.693,20,30
11/16/08,2008,0,,GB,CHI,1572.129,1549.513,0.623482986,0.376517014,1597.876,1523.765,37,3
11/16/08,2008,0,,CIN,PHI,1377.697,1574.937,0.318378274,0.681621726,1383.236,1569.398,13,13
11/16/08,2008,0,,IND,HOU,1609.133,1444.153,0.789825069,0.210174931,1616.538,1436.748,33,27
11/16/08,2008,0,,PIT,LAC,1604.24,1575.465,0.631768751,0.368231249,1609.136,1570.569,11,10
11/16/08,2008,0,,WSH,DAL,1549.276,1551.515,0.589350579,0.410649421,1529.748,1571.042,10,14
11/16/08,2008,0,,ATL,DEN,1486.373,1459.049,0.629823491,0.370176509,1465.212,1480.211,20,24
11/16/08,2008,0,,SF,LAR,1332.884,1354.783,0.561711081,0.438288919,1358.639,1329.028,35,16
11/17/08,2008,0,,BUF,CLE,1475.028,1480.061,0.585452576,0.414547424,1461.803,1493.285,27,29
11/20/08,2008,0,,PIT,CIN,1609.136,1383.236,0.842182178,0.157817822,1617.193,1375.178,27,10
11/23/08,2008,0,,BAL,PHI,1559.662,1569.398,0.578867271,0.421132729,1587.607,1541.453,36,7
11/23/08,2008,0,,LAC,IND,1570.569,1616.538,0.527360452,0.472639548,1555.82,1631.287,20,23
11/23/08,2008,0,,JAX,MIN,1525.879,1506.578,0.618992846,0.381007154,1487.975,1544.482,12,30
11/23/08,2008,0,,DET,TB,1295.572,1561.134,0.239663056,0.760336944,1282.637,1574.068,20,38
11/23/08,2008,0,,DEN,OAK,1480.211,1316.397,0.788708694,0.211291306,1425.792,1370.815,10,31
11/23/08,2008,0,,DAL,SF,1571.042,1358.639,0.831579074,0.168420926,1578.936,1350.745,35,22
11/23/08,2008,0,,MIA,NE,1479.018,1626.431,0.383573612,0.616426388,1456.505,1648.943,28,48
11/23/08,2008,0,,ARI,NYG,1560.816,1686.583,0.413430201,0.586569799,1543.137,1704.262,29,37
11/23/08,2008,0,,CLE,HOU,1493.285,1436.748,0.668104228,0.331895772,1459.371,1470.662,6,16
11/23/08,2008,0,,ATL,CAR,1465.212,1553.038,0.467197926,0.532802074,1496.335,1521.915,45,28
11/23/08,2008,0,,TEN,NYJ,1696.299,1546.909,0.774540262,0.225459738,1643.246,1599.961,13,34
11/23/08,2008,0,,LAR,CHI,1329.028,1523.765,0.321513248,0.678486752,1309.483,1543.311,3,27
11/23/08,2008,0,,SEA,WSH,1420.706,1529.748,0.436955789,0.563044211,1408.829,1541.625,17,20
11/23/08,2008,0,,KC,BUF,1313.615,1461.803,0.382519319,0.617480681,1290.187,1485.231,31,54
11/24/08,2008,0,,NO,GB,1489.693,1597.876,0.438172713,0.561827287,1525.63,1561.939,51,29
11/27/08,2008,0,,DET,TEN,1282.637,1643.246,0.154248298,0.845751702,1272.745,1653.139,10,47
11/27/08,2008,0,,PHI,ARI,1541.453,1543.137,0.590123561,0.409876439,1568.284,1516.305,48,20
11/27/08,2008,0,,DAL,SEA,1578.936,1408.829,0.794682432,0.205317568,1591.023,1396.742,34,9
11/30/08,2008,0,,CIN,BAL,1375.178,1587.607,0.299712025,0.700287975,1355.709,1607.077,3,34
11/30/08,2008,0,,BUF,SF,1485.231,1350.745,0.759206433,0.240793567,1450.508,1385.468,3,10
11/30/08,2008,0,,TB,NO,1574.068,1525.63,0.657686552,0.342313448,1583.094,1516.605,23,20
11/30/08,2008,0,,WSH,NYG,1541.625,1704.262,0.363074707,0.636925293,1521.926,1723.961,7,23
11/30/08,2008,0,,GB,CAR,1561.939,1521.915,0.646700409,0.353299591,1540.079,1543.775,31,35
11/30/08,2008,0,,OAK,KC,1370.815,1290.187,0.69810751,0.30189249,1339.724,1321.279,13,20
11/30/08,2008,0,,LAR,MIA,1309.483,1456.505,0.384105936,0.615894064,1297.563,1468.425,12,16
11/30/08,2008,0,,CLE,IND,1459.371,1631.287,0.350815169,0.649184831,1448.602,1642.056,6,10
11/30/08,2008,0,,NE,PIT,1648.943,1617.193,0.635743704,0.364256296,1606.676,1659.461,10,33
11/30/08,2008,0,,LAC,ATL,1555.82,1496.335,0.67185639,0.32814361,1528.104,1524.05,16,22
11/30/08,2008,0,,MIN,CHI,1544.482,1543.311,0.594092781,0.405907219,1568.476,1519.317,34,14
11/30/08,2008,0,,NYJ,DEN,1599.961,1425.792,0.798471334,0.201528666,1548.174,1477.58,17,34
12/1/08,2008,0,,HOU,JAX,1470.662,1487.975,0.568199383,0.431800617,1492.97,1465.668,30,17
12/4/08,2008,0,,LAC,OAK,1528.104,1339.724,0.811314249,0.188685751,1539.38,1328.448,34,7
12/7/08,2008,0,,NO,ATL,1516.605,1524.05,0.582078867,0.417921133,1529.714,1510.941,29,25
12/7/08,2008,0,,ARI,LAR,1516.305,1297.563,0.836628073,0.163371927,1525.621,1288.247,34,10
12/7/08,2008,0,,BUF,MIA,1450.508,1468.425,0.567346128,0.432653872,1419.908,1499.025,3,16
12/7/08,2008,0,,CHI,JAX,1519.317,1465.668,0.664407613,0.335592387,1536.123,1448.861,23,10
12/7/08,2008,0,,IND,CIN,1642.056,1355.709,0.883140909,0.116859091,1649.103,1348.662,35,3
12/7/08,2008,0,,DEN,KC,1477.58,1321.279,0.781411504,0.218588496,1485.84,1313.019,24,17
12/7/08,2008,0,,DET,MIN,1272.745,1568.476,0.209458189,0.790541811,1266.643,1574.578,16,20
12/7/08,2008,0,,GB,HOU,1540.079,1492.97,0.655962121,0.344037879,1520.915,1512.133,21,24
12/7/08,2008,0,,NYG,PHI,1723.961,1568.284,0.780797338,0.219202662,1690.186,1602.059,14,20
12/7/08,2008,0,,TEN,CLE,1653.139,1448.602,0.825141772,0.174858228,1662.472,1439.269,28,9
12/7/08,2008,0,,PIT,DAL,1659.461,1591.023,0.683116426,0.316883574,1671.886,1578.598,20,13
12/7/08,2008,0,,BAL,WSH,1607.077,1521.926,0.703566322,0.296433678,1622.106,1506.897,24,10
12/7/08,2008,0,,SEA,NE,1396.742,1606.676,0.302735113,0.697264887,1388.867,1614.551,21,24
12/7/08,2008,0,,SF,NYJ,1385.468,1548.174,0.36298286,0.63701714,1417.438,1516.204,24,14
12/8/08,2008,0,,CAR,TB,1543.775,1583.094,0.536890769,0.463109231,1569.159,1557.71,38,23
12/11/08,2008,0,,CHI,NO,1536.123,1529.714,0.601342798,0.398657202,1546.829,1519.008,27,24
12/14/08,2008,0,,MIA,SF,1499.025,1417.438,0.699269689,0.300730311,1509.129,1407.335,14,9
12/14/08,2008,0,,NYJ,BUF,1516.204,1419.908,0.716769735,0.283230265,1524.698,1411.414,31,27
12/14/08,2008,0,,OAK,NE,1328.448,1614.551,0.218783241,0.781216759,1315.811,1627.187,26,49
12/14/08,2008,0,,BAL,PIT,1622.106,1671.886,0.52188934,0.47811066,1605.19,1688.802,9,13
12/14/08,2008,0,,DAL,NYG,1578.598,1690.186,0.433353445,0.566646555,1608.295,1660.489,20,8
12/14/08,2008,0,,ARI,MIN,1525.621,1574.578,0.523071338,0.476928662,1493.047,1607.153,14,35
12/14/08,2008,0,,IND,DET,1649.103,1266.643,0.929286909,0.070713091,1651.921,1263.824,31,21
12/14/08,2008,0,,CIN,WSH,1348.662,1506.897,0.368954694,0.631045306,1376.068,1479.491,20,13
12/14/08,2008,0,,CAR,DEN,1569.159,1485.84,0.701362162,0.298637838,1586.195,1468.804,30,10
12/14/08,2008,0,,ATL,TB,1510.941,1557.71,0.526212464,0.473787536,1523.969,1544.682,13,10
12/14/08,2008,0,,KC,LAC,1313.019,1539.38,0.283154311,0.716845689,1309.362,1543.038,21,22
12/14/08,2008,0,,JAX,GB,1448.861,1520.915,0.489849873,0.510150127,1465.335,1504.441,20,16
12/14/08,2008,0,,LAR,SEA,1288.247,1388.867,0.448917548,0.551082452,1275.999,1401.115,20,23
12/14/08,2008,0,,HOU,TEN,1512.133,1662.472,0.379598962,0.620401038,1521.081,1653.524,13,12
12/15/08,2008,0,,PHI,CLE,1602.059,1439.269,0.7877247,0.2122753,1613.772,1427.556,30,10
12/18/08,2008,0,,JAX,IND,1465.335,1651.921,0.331833229,0.668166771,1452.257,1664.999,24,31
12/20/08,2008,0,,DAL,BAL,1608.295,1605.19,0.596774628,0.403225372,1579.935,1633.55,24,33
12/21/08,2008,0,,OAK,HOU,1315.811,1521.081,0.308432226,0.691567774,1352.522,1484.371,27,16
12/21/08,2008,0,,CLE,CIN,1427.556,1376.068,0.661628279,0.338371721,1389.718,1413.906,0,14
12/21/08,2008,0,,NE,ARI,1627.187,1493.047,0.758842132,0.241157868,1643.611,1476.623,47,7
12/21/08,2008,0,,MIN,ATL,1607.153,1523.969,0.701199366,0.298800634,1575.884,1555.237,17,24
12/21/08,2008,0,,KC,MIA,1309.362,1509.129,0.315229843,0.684770157,1297.008,1521.482,31,38
12/21/08,2008,0,,LAR,SF,1275.999,1407.335,0.405678195,0.594321805,1270.539,1412.794,16,17
12/21/08,2008,0,,TB,LAC,1544.682,1543.038,0.594749208,0.405250792,1509.227,1578.493,24,41
12/21/08,2008,0,,SEA,NYJ,1401.115,1524.698,0.416482292,0.583517708,1429.865,1495.948,13,3
12/21/08,2008,0,,TEN,PIT,1653.524,1688.802,0.542669359,0.457330641,1679.609,1662.717,31,14
12/21/08,2008,0,,WSH,PHI,1479.491,1613.772,0.401597444,0.598402556,1505.187,1588.076,10,3
12/21/08,2008,0,,NYG,CAR,1660.489,1586.195,0.690368091,0.309631909,1671.822,1574.862,34,28
12/21/08,2008,0,,DET,NO,1263.824,1519.008,0.250717907,0.749282093,1247.285,1535.548,7,42
12/21/08,2008,0,,DEN,BUF,1468.804,1411.414,0.669192134,0.330807866,1439.334,1440.884,23,30
12/22/08,2008,0,,CHI,GB,1546.829,1504.441,0.649803372,0.350196628,1556.087,1495.184,20,17
12/28/08,2008,0,,PIT,CLE,1662.717,1389.718,0.874974677,0.125025323,1670.229,1382.206,31,0
12/28/08,2008,0,,ARI,SEA,1476.623,1429.865,0.655505995,0.344494005,1493.926,1412.561,34,21
12/28/08,2008,0,,IND,TEN,1664.999,1679.609,0.572012819,0.427987181,1691.593,1653.015,23,0
12/28/08,2008,0,,CIN,KC,1413.906,1297.008,0.740215527,0.259784473,1425.413,1285.501,16,6
12/28/08,2008,0,,LAC,DEN,1578.493,1439.334,0.764089724,0.235910276,1593.456,1424.37,52,21
12/28/08,2008,0,,ATL,LAR,1555.237,1270.539,0.882157695,0.117842305,1558.51,1267.267,31,27
12/28/08,2008,0,,TB,OAK,1509.227,1352.522,0.781808476,0.218191524,1473.068,1388.68,24,31
12/28/08,2008,0,,SF,WSH,1412.794,1505.187,0.460659787,0.539340213,1427.936,1490.045,27,24
12/28/08,2008,0,,PHI,DAL,1588.076,1579.935,0.603730517,0.396269483,1616.177,1551.834,44,6
12/28/08,2008,0,,BUF,NE,1440.884,1643.611,0.311563408,0.688436592,1425.408,1659.087,0,13
12/28/08,2008,0,,BAL,JAX,1633.55,1452.257,0.804989601,0.195010399,1644.229,1441.578,27,7
12/28/08,2008,0,,GB,DET,1495.184,1247.285,0.858293906,0.141706094,1501.133,1241.335,31,21
12/28/08,2008,0,,HOU,CHI,1484.371,1556.087,0.490336103,0.509663897,1505.632,1534.825,31,24
12/28/08,2008,0,,MIN,NYG,1575.884,1671.822,0.455593947,0.544406053,1583.539,1664.167,20,19
12/28/08,2008,0,,NO,CAR,1535.548,1574.862,0.536897926,0.463102074,1523.612,1586.798,31,33
12/28/08,2008,0,,NYJ,MIA,1495.948,1521.482,0.55655311,0.44344689,1472.379,1545.051,17,24
1/3/09,2008,0,w,ARI,ATL,1493.926,1558.51,0.500598672,0.499401328,1513.358,1539.078,30,24
1/3/09,2008,0,w,LAC,IND,1593.456,1691.593,0.452456098,0.547543902,1615.091,1669.958,23,17
1/4/09,2008,0,w,MIA,BAL,1545.051,1644.229,0.450971952,0.549028048,1518.9,1670.38,9,27
1/4/09,2008,0,w,MIN,PHI,1583.539,1616.177,0.546438439,0.453561561,1555.089,1644.627,14,26
1/10/09,2008,0,d,CAR,ARI,1586.798,1513.358,0.689316261,0.310683739,1542.007,1558.15,13,33
1/10/09,2008,0,d,TEN,BAL,1653.015,1670.38,0.56812594,0.43187406,1636.914,1686.48,10,13
1/11/09,2008,0,d,PIT,LAC,1670.229,1615.091,0.666316072,0.333683928,1685.954,1599.367,35,24
1/11/09,2008,0,d,NYG,PHI,1664.167,1644.627,0.619317262,0.380682738,1631.127,1677.667,11,23
1/18/09,2008,0,c,ARI,PHI,1558.15,1677.667,0.422181356,0.577818644,1582.791,1653.025,32,25
1/18/09,2008,0,c,PIT,BAL,1685.954,1686.48,0.59173494,0.40826506,1704.22,1668.214,23,14
2/1/09,2008,1,s,PIT,ARI,1704.22,1582.791,0.667966358,0.332033642,1714.349,1572.663,27,23
9/10/09,2009,0,,PIT,TEN,1644.566,1592.943,0.661802237,0.338197763,1653.471,1584.038,13,10
9/13/09,2009,0,,NYG,WSH,1589.085,1495.03,0.71414354,0.28585646,1599.46,1484.655,23,17
9/13/09,2009,0,,CAR,PHI,1529.671,1603.684,0.487032159,0.512967841,1497.005,1636.35,10,38
9/13/09,2009,0,,CLE,MIN,1423.137,1538.393,0.428176033,0.571823967,1400.465,1561.065,20,34
9/13/09,2009,0,,IND,JAX,1614.972,1462.719,0.777405229,0.222594771,1619.423,1458.268,14,12
9/13/09,2009,0,,SEA,LAR,1443.374,1346.511,0.717431876,0.282568124,1461.1,1328.785,28,0
9/13/09,2009,0,,ARI,SF,1550.108,1453.624,0.716989385,0.283010615,1525.201,1478.531,16,20
9/13/09,2009,0,,CIN,DEN,1451.942,1451.247,0.593431851,0.406568149,1430.022,1473.167,7,12
9/13/09,2009,0,,GB,CHI,1502.422,1524.884,0.560913042,0.439086958,1519.187,1508.119,21,15
9/13/09,2009,0,,HOU,NYJ,1505.421,1483.253,0.622877392,0.377122608,1467.929,1520.745,7,24
9/13/09,2009,0,,NO,DET,1517.408,1329.224,0.81114147,0.18885853,1527.381,1319.25,45,27
9/13/09,2009,0,,ATL,MIA,1527.719,1514.267,0.61102101,0.38897899,1546.986,1495,19,7
9/13/09,2009,0,,BAL,KC,1613.81,1358.667,0.863290292,0.136709708,1620.273,1352.204,38,24
9/13/09,2009,0,,TB,DAL,1483.712,1536.223,0.517965379,0.482034621,1456.217,1563.718,21,34
9/14/09,2009,0,,NE,BUF,1607.725,1451.939,0.78090471,0.21909529,1610.485,1449.179,25,24
9/14/09,2009,0,,OAK,LAC,1427.453,1567.911,0.393083022,0.606916978,1415.22,1580.144,20,24
9/20/09,2009,0,,TEN,HOU,1584.038,1467.929,0.739341193,0.260658807,1561.7,1490.267,31,34
9/20/09,2009,0,,DEN,CLE,1473.167,1400.465,0.688405723,0.311594277,1491.295,1382.336,27,6
9/20/09,2009,0,,LAC,BAL,1580.144,1620.273,0.535731234,0.464268766,1560.727,1639.691,26,31
9/20/09,2009,0,,DET,MIN,1319.25,1561.065,0.265450509,0.734549491,1305.942,1574.373,13,27
9/20/09,2009,0,,GB,CIN,1519.187,1430.022,0.708362645,0.291637355,1487.507,1461.702,24,31
9/20/09,2009,0,,JAX,ARI,1458.268,1525.201,0.497218218,0.502781782,1431.361,1552.107,17,31
9/20/09,2009,0,,SF,SEA,1478.531,1461.1,0.616450887,0.383549113,1498.044,1441.587,23,10
9/20/09,2009,0,,DAL,NYG,1563.718,1599.46,0.542006397,0.457993603,1551.648,1611.529,31,33
9/20/09,2009,0,,CHI,PIT,1508.119,1653.471,0.386382658,0.613617342,1525.777,1635.813,17,14
9/20/09,2009,0,,BUF,TB,1449.179,1456.217,0.582648694,0.417351306,1470.641,1434.754,33,20
9/20/09,2009,0,,ATL,CAR,1546.986,1497.005,0.65968344,0.34031656,1561.198,1482.793,28,20
9/20/09,2009,0,,WSH,LAR,1484.655,1328.785,0.780987429,0.219012571,1489.028,1324.412,9,7
9/20/09,2009,0,,PHI,NO,1636.35,1527.381,0.731342797,0.268657203,1584.002,1579.729,22,48
9/20/09,2009,0,,KC,OAK,1352.204,1415.22,0.502855174,0.497144826,1338.249,1429.175,10,13
9/20/09,2009,0,,NYJ,NE,1520.745,1610.485,0.464456332,0.535543668,1543.271,1587.959,16,9
9/21/09,2009,0,,MIA,IND,1495,1619.423,0.415307639,0.584692361,1481.983,1632.44,23,27
9/27/09,2009,0,,TB,NYG,1434.754,1611.529,0.344471906,0.655528094,1413.65,1632.633,0,24
9/27/09,2009,0,,HOU,JAX,1490.267,1431.361,0.67112116,0.32887884,1460.69,1460.938,24,31
9/27/09,2009,0,,LAC,MIA,1560.727,1481.983,0.695816953,0.304183047,1574.42,1468.29,23,13
9/27/09,2009,0,,BUF,NO,1470.641,1579.729,0.436890643,0.563109357,1444.562,1605.808,7,27
9/27/09,2009,0,,CIN,PIT,1461.702,1635.813,0.347942978,0.652057022,1480.724,1616.79,23,20
9/27/09,2009,0,,ARI,IND,1552.107,1632.44,0.477948353,0.522051647,1522.765,1661.782,10,31
9/27/09,2009,0,,DET,WSH,1305.942,1489.028,0.336315393,0.663684607,1331.075,1463.896,19,14
9/27/09,2009,0,,MIN,SF,1574.373,1498.044,0.692866561,0.307133439,1582.374,1490.043,27,24
9/27/09,2009,0,,LAR,GB,1324.412,1487.507,0.362465242,0.637534758,1303.622,1508.297,17,36
9/27/09,2009,0,,NE,ATL,1587.959,1561.198,0.629067574,0.370932426,1608.136,1541.021,26,10
9/27/09,2009,0,,NYJ,TEN,1543.271,1561.7,0.566622525,0.433377475,1560.921,1544.05,24,17
9/27/09,2009,0,,PHI,KC,1584.002,1338.249,0.856784761,0.143215239,1591.644,1330.608,34,14
9/27/09,2009,0,,OAK,DEN,1429.175,1491.295,0.504144558,0.495855442,1398.437,1522.033,3,23
9/27/09,2009,0,,BAL,CLE,1639.691,1382.336,0.864786137,0.135213863,1647.865,1374.162,34,3
9/27/09,2009,0,,SEA,CHI,1441.587,1525.777,0.472411419,0.527588581,1423.36,1544.004,19,25
9/28/09,2009,0,,DAL,CAR,1551.648,1482.793,0.683635818,0.316364182,1567.8,1466.641,21,7
10/4/09,2009,0,,WSH,TB,1463.896,1413.65,0.660025825,0.339974175,1472.853,1404.693,16,13
10/4/09,2009,0,,PIT,LAC,1616.79,1574.42,0.649779792,0.350220208,1632.805,1558.406,38,28
10/4/09,2009,0,,MIA,BUF,1468.29,1444.562,0.624984485,0.375015515,1492.566,1420.285,38,10
10/4/09,2009,0,,SF,LAR,1490.043,1303.622,0.809581878,0.190418122,1502.29,1291.374,35,0
10/4/09,2009,0,,CHI,DET,1544.004,1331.075,0.832002721,0.167997279,1553.606,1321.472,48,24
10/4/09,2009,0,,CLE,CIN,1374.162,1480.724,0.440471159,0.559528841,1362.176,1492.71,20,23
10/4/09,2009,0,,IND,SEA,1661.782,1423.36,0.851528182,0.148471818,1669.325,1415.818,34,17
10/4/09,2009,0,,DEN,DAL,1522.033,1567.8,0.527650274,0.472349726,1541.507,1548.326,17,10
10/4/09,2009,0,,HOU,OAK,1460.69,1398.437,0.675359594,0.324640406,1480.196,1378.931,29,6
10/4/09,2009,0,,JAX,TEN,1460.938,1544.05,0.473958323,0.526041677,1493.235,1511.753,37,17
10/4/09,2009,0,,KC,NYG,1330.608,1632.633,0.203521971,0.796478029,1321.477,1641.764,16,27
10/4/09,2009,0,,NO,NYJ,1605.808,1560.921,0.653069803,0.346930197,1623.705,1543.025,24,10
10/4/09,2009,0,,NE,BAL,1608.136,1647.865,0.536303893,0.463696107,1625.978,1630.024,27,21
10/5/09,2009,0,,MIN,GB,1582.374,1508.297,0.690101009,0.309898991,1594.496,1496.175,30,23
10/11/09,2009,0,,LAR,MIN,1291.374,1594.496,0.202500247,0.797499753,1279.069,1606.802,10,38
10/11/09,2009,0,,PHI,TB,1591.644,1404.693,0.810051761,0.189948239,1601.855,1394.482,33,14
10/11/09,2009,0,,BAL,CIN,1630.024,1492.71,0.76216991,0.23783009,1606.752,1515.982,14,17
10/11/09,2009,0,,TEN,IND,1511.753,1669.325,0.369843731,0.630156269,1489.497,1691.581,9,31
10/11/09,2009,0,,SF,ATL,1502.29,1541.021,0.537732257,0.462267743,1463.285,1580.026,10,45
10/11/09,2009,0,,KC,DAL,1321.477,1548.326,0.282584462,0.717415538,1311.233,1558.57,20,26
10/11/09,2009,0,,DET,PIT,1321.472,1632.805,0.194974255,0.805025745,1313.767,1640.51,20,28
10/11/09,2009,0,,DEN,NE,1541.507,1625.978,0.472008277,0.527991723,1556.277,1611.208,20,17
10/11/09,2009,0,,ARI,HOU,1522.765,1480.196,0.650040433,0.349959567,1536.641,1466.32,28,21
10/11/09,2009,0,,NYG,OAK,1641.764,1378.931,0.868431199,0.131568801,1650.095,1370.6,44,7
10/11/09,2009,0,,CAR,WSH,1466.641,1472.853,0.583804468,0.416195532,1477.88,1461.614,20,17
10/11/09,2009,0,,SEA,JAX,1415.818,1493.235,0.482138105,0.517861895,1454.75,1454.303,41,0
10/11/09,2009,0,,BUF,CLE,1420.285,1362.176,0.670107736,0.329892264,1400.604,1381.857,3,6
10/12/09,2009,0,,MIA,NYJ,1492.566,1543.025,0.520913971,0.479086029,1507.886,1527.705,31,27
10/18/09,2009,0,,NYJ,BUF,1527.705,1400.604,0.751349429,0.248650571,1504.88,1423.429,13,16
10/18/09,2009,0,,NO,NYG,1623.705,1650.095,0.55533665,0.44466335,1650.72,1623.079,48,27
10/18/09,2009,0,,ATL,CHI,1580.026,1553.606,0.62860942,0.37139058,1594.856,1538.776,21,14
10/18/09,2009,0,,CIN,HOU,1515.982,1466.32,0.659271065,0.340728935,1481.416,1500.886,17,28
10/18/09,2009,0,,NE,TEN,1611.208,1489.497,0.745507706,0.254492294,1630.417,1470.288,59,0
10/18/09,2009,0,,JAX,LAR,1454.303,1279.069,0.799456039,0.200543961,1459.316,1274.056,23,20
10/18/09,2009,0,,GB,DET,1496.175,1313.767,0.805995207,0.194004793,1507.67,1302.272,26,0
10/18/09,2009,0,,WSH,KC,1461.614,1311.233,0.775534892,0.224465108,1423.835,1349.012,6,14
10/18/09,2009,0,,TB,CAR,1394.482,1477.88,0.47354787,0.52645213,1374.951,1497.411,21,28
10/18/09,2009,0,,SEA,ARI,1454.75,1536.641,0.47571103,0.52428897,1424.358,1567.032,3,27
10/18/09,2009,0,,OAK,PHI,1370.6,1601.855,0.277471085,0.722528915,1395.759,1576.696,13,9
10/18/09,2009,0,,MIN,BAL,1606.802,1606.752,0.592535724,0.407464276,1615.498,1598.056,33,31
10/18/09,2009,0,,PIT,CLE,1640.51,1381.857,0.865657454,0.134342546,1646.691,1375.675,27,14
10/19/09,2009,0,,LAC,DEN,1558.406,1556.277,0.595421937,0.404578063,1527.883,1586.8,23,34
10/25/09,2009,0,,MIA,NO,1507.886,1650.72,0.389824848,0.610175152,1488.572,1670.034,34,46
10/25/09,2009,0,,KC,LAC,1349.012,1527.883,0.341752509,0.658247491,1326.696,1550.2,7,37
10/25/09,2009,0,,NYG,ARI,1623.079,1567.032,0.667478474,0.332521526,1593.703,1596.408,17,24
10/25/09,2009,0,,PIT,MIN,1646.691,1615.498,0.635000875,0.364999125,1663.463,1598.726,27,17
10/25/09,2009,0,,CAR,BUF,1497.411,1423.429,0.689984044,0.310015956,1460.808,1460.032,9,20
10/25/09,2009,1,,NE,TB,1630.417,1374.951,0.813145604,0.186854396,1641.692,1363.677,35,7
10/25/09,2009,0,,OAK,NYJ,1395.759,1504.88,0.43684391,0.56315609,1364.38,1536.259,0,38
10/25/09,2009,0,,LAR,IND,1274.056,1691.581,0.116161075,0.883838925,1266.826,1698.812,6,42
10/25/09,2009,0,,CIN,CHI,1481.416,1538.776,0.510993072,0.489006928,1516.342,1503.85,45,10
10/25/09,2009,0,,CLE,GB,1375.675,1507.67,0.404763895,0.595236105,1349.222,1534.124,3,31
10/25/09,2009,0,,DAL,ATL,1558.57,1594.856,0.541228942,0.458771058,1584.231,1569.195,37,21
10/25/09,2009,0,,HOU,SF,1500.886,1463.285,0.643507122,0.356492878,1510.33,1453.841,24,21
10/26/09,2009,0,,WSH,PHI,1423.835,1576.696,0.376185994,0.623814006,1406.486,1594.045,17,27
11/1/09,2009,0,,GB,MIN,1534.124,1598.726,0.500572768,0.499427232,1508.44,1624.41,26,38
11/1/09,2009,0,,DAL,SEA,1584.231,1424.358,0.784903336,0.215096664,1596.295,1412.293,38,17
11/1/09,2009,0,,BAL,DEN,1598.056,1586.8,0.608012341,0.391987659,1622.137,1562.719,30,7
11/1/09,2009,0,,PHI,NYG,1594.045,1593.703,0.592941489,0.407058511,1619.171,1568.576,40,17
11/1/09,2009,0,,NYJ,MIA,1536.259,1488.572,0.656712608,0.343287392,1511.455,1513.376,25,30
11/1/09,2009,0,,ARI,CAR,1596.408,1460.808,0.760376803,0.239623197,1552.248,1504.968,21,34
11/1/09,2009,0,,IND,SF,1698.812,1453.841,0.856231511,0.143768489,1702.868,1449.785,18,14
11/1/09,2009,0,,CHI,CLE,1503.85,1349.222,0.779762074,0.220237926,1516.742,1336.33,30,6
11/1/09,2009,0,,DET,LAR,1302.272,1266.826,0.640656265,0.359343735,1274.353,1294.744,10,17
11/1/09,2009,0,,TEN,JAX,1470.288,1459.316,0.607622636,0.392377364,1492.213,1437.391,30,13
11/1/09,2009,0,,LAC,OAK,1550.2,1364.38,0.809047973,0.190952027,1557.732,1356.848,24,16
11/1/09,2009,0,,BUF,HOU,1460.032,1510.33,0.521145259,0.478854741,1427.598,1542.764,10,31
11/2/09,2009,0,,NO,ATL,1670.034,1569.195,0.72204857,0.27795143,1681.393,1557.837,35,27
11/8/09,2009,0,,SEA,DET,1412.293,1274.353,0.762822497,0.237177503,1423.433,1263.213,32,20
11/8/09,2009,0,,IND,HOU,1702.868,1542.764,0.785127752,0.214872248,1708.272,1537.36,20,17
11/8/09,2009,0,,NE,MIA,1641.692,1513.376,0.752653793,0.247346207,1652.596,1502.472,27,17
11/8/09,2009,0,,NO,CAR,1681.393,1504.968,0.80055297,0.19944703,1690.012,1496.349,30,20
